tcad_x_um,tcad_lateral_um,electric_field_V_per_cm,electron_velocity_cm_per_s,hole_velocity_cm_per_s,electron_active_drift_ps,hole_active_drift_ps,electron_full_contact_drift_ps,hole_full_contact_drift_ps,electron_multiplication_to_cathode,hole_multiplication_to_anode
-47.35741689453125,-70.0,102205.5460317849,10190443.954280786,7623891.797239379,178.19530566254406,596.8074583657797,178.19530566254406,14375.766147459517,9.868356031888148,1.00000000045813
-47.30751445312499,-70.0,102239.8707600359,10190624.029315885,7624165.774584475,178.68499973991348,596.1529167471202,178.68499973991348,14375.111605840857,9.868356032407684,1.00000000045813
-47.25761201171874,-70.0,102274.1943422131,10190803.952802438,7624439.555914684,179.17468516778357,595.4983986408313,179.17468516778357,14374.457087734569,9.868356032935175,1.00000000045813
-47.2077095703125,-70.0,102308.5167064217,10190983.738951648,7624713.144306132,179.6643619534005,594.8439040285296,179.6643619534005,14373.802593122267,9.86835603347074,1.00000000045813
-47.15780712890625,-70.0,102342.8378204285,10191163.394292673,7624986.54124454,180.15403010351147,594.1894328920314,180.15403010351147,14373.148121985769,9.868356034014484,1.00000000045813
-47.1079046875,-70.0,102377.1576700068,10191342.92185397,7625259.747745588,180.64368962463308,593.5349852132646,180.64368962463308,14372.493674307001,9.868356034566531,1.00000000045813
-47.05800224609375,-70.0,102411.476249134,10191522.323073696,7625532.759272284,181.1333405231744,592.880560974009,181.1333405231744,14371.839250067746,9.868356035126995,1.00000000045813
-47.0080998046875,-70.0,102445.7935546837,10191701.598637275,7625805.681652678,181.62298280549226,592.2261601603948,181.62298280549226,14371.184849254132,9.868356035696001,1.00000000045813
-46.95819736328125,-70.0,102480.1096021012,10191880.749572946,7626076.283776671,182.11261647790195,591.5717826673738,182.11261647790195,14370.53047176111,9.868356036273667,1.00000000045813
-46.908294921875,-70.0,102531.5806651517,10193875.86701889,7627700.270944723,182.60219793247126,590.9174864438403,182.60219793247126,14369.876175537578,9.868356036862368,1.00000000045813
-46.80849003906249,-70.0,102583.0468908302,10192953.87316394,7627273.215738166,183.58130929297783,589.6089966850368,183.58130929297783,14368.567685778775,9.868356038066725,1.00000000045813
-46.70868515625,-70.0,102685.9710539588,10196938.094510866,7630517.195595392,184.5602736423864,588.3007484441919,184.5602736423864,14367.259437537929,9.868356039312847,1.00000000045813
-46.50907539062499,-70.0,102788.8706085605,10195099.134635663,7629660.266722446,186.51799630643708,585.6846613541519,186.51799630643708,14364.64335044789,9.86835604192017,1.00000000045813
-46.309465625,-70.0,102994.6445048669,10203037.851567557,7636128.911664612,188.47513382340168,583.0695354784748,188.47513382340168,14362.028224572212,9.86835604471159,1.00000000045813
-45.91024609375,-70.0,103200.2782811021,10199361.606977552,7634404.230498534,192.3885906207038,577.8409094360729,192.3885906207038,14356.79959852981,9.868356050818624,1.00000000045813
-45.5110265625,-70.0,103611.5079134161,10215134.70157419,7647260.962699685,196.29973066100126,572.6160885965022,196.29973066100126,14351.574777690239,9.868356057819339,1.00000000045813
-44.7125875,-70.0,104021.8490104916,10207746.966443662,7643753.34303307,204.11879537437807,562.1728427980247,204.11879537437807,14341.131531891762,9.868356074536589,1.00000000045813
-43.9141484375,-70.0,104569.6821318848,10210468.871703949,7647928.533300607,211.93964596208986,551.7300526787955,211.93964596208986,14330.688741772532,9.86835609506459,1.00000000045813
