event_id,primary_charge_fC,preirradiation_full_collection_charge_fC,effective_electron_multiplication,primary_electron_induced_charge_fC,primary_hole_induced_charge_fC,primary_charge_weighted_electron_active_drift_ps,primary_charge_weighted_hole_active_drift_ps,gain_charge_weighted_electron_active_drift_ps,primary_charge_weighted_electron_full_contact_drift_ps,primary_charge_weighted_hole_full_contact_drift_ps,max_electron_drift_ps,max_hole_drift_ps
41,0.5860663891865723,5.741859068029482,9.797284358857134,0.2634157222137577,0.3226506669728145,392.2064845423918,334.26587638201073,394.00822674989996,392.2064845423918,14434.98628362701,5821.551514728952,625.2434725021237
42,0.7390127806820417,7.282644823768499,9.854558695246487,0.3802765212183922,0.35873625946364923,405.64081734411354,290.96541914828526,406.02042697728825,405.64081734411354,14423.878750161139,5821.551514728952,625.2434729207648
43,0.5317884300543995,5.035118083293432,9.46827309270035,0.24202028060902442,0.2897681494453751,391.5082847871558,330.5943314202249,401.8858896876489,391.5082847871558,14437.058161102816,5821.551514728952,625.2434745842567
44,10.238841822800513,100.93299303655353,9.857852556310561,3.4186588905069626,6.820182932293547,315.0663882652812,410.23261731541396,315.2555637680302,315.0663882652812,14544.327062926925,5821.551514728952,625.2434746237163
45,0.6068875753852364,5.136652654720613,8.463927855929493,0.2558678997700933,0.3510196756151431,454.83385578052264,353.2484239812743,506.0506065736691,454.83385578052264,14327.861667578398,5821.551514728952,625.2434755290905
46,0.642009510640497,6.324259698597774,9.85072587521081,0.3433793569621699,0.2986301536783274,593.1519878650737,278.57532718709143,593.996348536262,593.1519878650737,14119.527266378216,5821.551514728952,625.2434720828236
47,0.5905729587504734,5.770370643074851,9.770800639575043,0.27124498960445464,0.3193279691460187,383.28636668601985,327.85981982735166,385.67011852383985,383.28636668601985,14451.85963770193,5821.551514728952,625.2434734847517
48,0.3468967716821935,3.3800550984273956,9.743691421619813,0.18608611564314054,0.1608106560390532,425.50445086379693,276.767379852863,429.0979978035665,425.50445086379693,14394.71962024605,5821.551514728952,625.2434740402954
49,0.39818146886496225,3.9059957189652126,9.809586895390847,0.19426604003898074,0.20391542882598157,638.6438336797814,309.8559674712603,641.6450401162913,638.6438336797814,14037.26563098985,5821.551514728952,625.2434686819342
50,0.4993716994613111,4.824090848563858,9.660320866736672,0.24182273861116457,0.2575489608501466,428.29861462305394,311.53616573805795,434.39450298622046,428.29861462305394,14380.907212808002,5821.551514728952,625.2434742163296
51,0.53271737095417,5.00462415627936,9.394520301291077,0.22727583516928532,0.30544153578488475,364.7105941344519,349.36303202480747,375.74017935158685,364.7105941344519,14477.269140441085,5821.551514728952,625.2434725102326
52,0.5677535780538314,5.589770119714455,9.845415926528009,0.24104248681142992,0.3267110912424013,422.51225594375586,350.9746866080339,423.1799265492126,422.51225594375586,14382.133584357993,5821.551514728952,625.2434727894718
53,0.5388610586030458,5.306220781447611,9.847103806691031,0.22249922658487575,0.31636183201817014,467.8007519708435,358.96344813129207,468.5246972580297,467.8007519708435,14306.307665244736,5821.551514728952,625.2434702448385
54,1.2519643858671745,12.355649115640672,9.869010057408715,0.8324489019475095,0.41951548391966476,532.4742652247957,191.8848415863956,532.4794742293544,532.4742652247957,14239.492915808592,5821.551514728952,612.9907555765693
55,0.5138269189231588,4.984262306356084,9.700274786696149,0.26231292984661725,0.25151398907654154,483.5826194896382,294.10879488777755,489.45551238245514,483.5826194896382,14295.427313074428,5821.551514728952,625.2434628481353
56,0.4704487813662836,4.508964788567925,9.58439041009508,0.23640462755687733,0.23404415380940627,430.5247135553926,299.24015835073044,438.9665456022398,430.5247135553926,14381.046763074986,5821.551514728952,625.2434752636868
57,0.5912373437392062,5.756603275281014,9.736535312323307,0.2347550410355836,0.3564823027036227,476.9539853204979,369.5895181669035,481.4625195235974,476.9539853204979,14288.12194031723,5821.551514728952,625.2434748295459
58,0.48798855259202717,4.766485332971152,9.767617104239891,0.22663823238372646,0.2613503202083008,392.6035406716451,324.33476034643985,395.161611674251,392.6035406716451,14437.133332980122,5821.551514728952,625.24347336802
59,0.5375053385922195,5.19068055024873,9.65698417776397,0.28699225653208127,0.2505130820601383,690.0645264246964,279.5510529284626,702.0242613438191,690.0645264246964,13960.276196986913,5821.551514728952,625.243475888104
60,0.9648035435152322,9.441231783267952,9.785652060179125,0.4455598664219519,0.5192436770932803,419.2430176949366,326.18916837333944,421.5715443207649,419.2430176949366,14392.926756332967,5821.551514728952,625.2434757193695
61,0.6340644706798857,6.1984370559567585,9.775720518310049,0.30490198004940333,0.3291624906304822,404.13711680531173,313.5032117892865,406.59880476094145,404.13711680531173,14419.977863288997,1643.409441420043,625.243476032452
